,GSE259348_DMED
RP4-735C1.6,5
RP11-195M16.1,0
RP11-195M16.3,0
CSF1,258
AHCYL1,713
STRIP1,69
RP4-773N10.4,10
ALX3,12
LINC01397,1
UBL4B,0
SLC6A17,5
RP5-1028L10.1,0
RP5-1028L10.2,0
KCNC4-AS1,0
KCNC4,76
RP5-1074L1.1,15
RBM15,33
SLC16A4,88
RP5-1074L1.4,8
LAMTOR5,524
PROK1,0
RP11-470L19.5,0
RP11-470L19.6,0
RP11-470L19.2,0
KCNA10,0
KCNA2,16
RP11-284N8.3,0
KCNA3,0
CD53,8
RP11-96K19.2,6
LRIF1,185
RP11-96K19.5,0
DRAM2,112
CEPT1,97
RP5-1180E21.4,0
RP5-1180E21.5,0
DENND2D,0
CHI3L2,0
CHIA,0
RP5-1125M8.2,0
PIFO,0
OVGP1,6
WDR77,37
ATP5F1,555
C1orf162,7
TMIGD3,0
ADORA3,1
RAP1A,1052
LINC01160,1
FAM212B,158
FAM212B-AS1,27
DDX20,67
KCND3,37
KCND3-AS1,0
RP11-88H9.2,6
RP5-965F6.2,93
CTTNBP2NL,214
WNT2B,62
RP4-671G15.2,1
ST7L,197
CAPZA1,358
MOV10,39
RP11-426L16.3,6
RHOC,882
RP11-426L16.10,0
PPM1J,12
RP11-426L16.9,0
FAM19A3,0
LINC01356,0
RP3-522D1.1,0
SLC16A1,144
SLC16A1-AS1,109
RP11-31F15.2,24
LRIG2,111
MAGI3,520
PHTF1,131
RSBN1,324
RP5-1073O3.2,0
PTPN22,4
AP4B1-AS1,4
BCL2L15,0
AP4B1,27
DCLRE1B,19
HIPK1-AS1,4
HIPK1,369
OLFML3,116
SYT6,0
RP4-543J13.1,0
TRIM33,385
BCAS2,326
DENND2C,73
AMPD1,2
NRAS,36
CSDE1,1499
SIKE1,149
SYCP1,0
TSHB,0
TSPAN2,160
RP4-666F24.3,2
RP4-663N10.1,14
NGF,250
VANGL1,63
CASQ2,1015
NHLH2,3
RP11-12L8.1,0
SLC22A15,60
RP11-159M11.2,0
MAB21L3,0
RP5-1185H19.2,1
ATP1A1,977
RP4-655J12.4,10
RP4-655J12.5,0
RP5-1086K13.1,2
CD58,223
IGSF3,10
C1orf137,0
CD2,2
RP4-753F5.1,1
PTGFRN,117
CD101,7
RP11-27K13.3,0
TTF2,102
TRIM45,14
VTCN1,0
LINC01525,0
RP11-188D8.1,5
MAN1A2,660
AL157902.3,1
FAM46C,284
GDAP2,131
WDR3,71
SPAG17,3
TBX15,217
RP4-712E4.1,0
RP4-712E4.2,0
WARS2,334
WARS2-IT1,13
RP11-418J17.1,244
RP11-418J17.3,2
RP5-834N19.1,0
HAO2,1
HSD3B2,0
HSD3B1,0
ZNF697,14
PHGDH,72
HMGCS2,0
REG4,0
ADAM30,0
NOTCH2,392
RP11-114O18.1,0
SEC22B,235
AC253572.1,5
NBPF26,5
PPIAL4A,0
AC241377.2,0
LINC00623,12
CH17-118O6.3,0
FCGR1B,0
RP11-439A17.10,10
RP11-439A17.9,1
RP11-439A17.4,0
FAM72B,1
SRGAP2C,97
SRGAP2-AS1,5
CH17-437K3.1,13
RP11-343N15.2,0
RP11-344P13.4,0
RP11-344P13.6,2
RP11-344P13.1,0
RP11-763B22.6,0
RP11-403I13.5,0
RP11-403I13.7,1
RP5-998N21.4,0
RP5-998N21.7,0
HIST2H3PS2,0
FAM72C,0
IGKV1OR1-1,0
RP11-14N7.2,28
PPIAL4E,0
RP11-763B22.4,0
NBPF15,80
PPIAL4F,0
CH17-125A10.2,0
RP11-289H16.1,2
SRGAP2B,122
FAM72D,1
AC241585.2,2
PPIAL4D,0
CH17-373J23.1,2
RP11-89F3.2,0
NBPF20,4
GPR89A,86
PDZK1,6
CD160,5
RNF115,577
POLR3C,91
NUDT17,12
PIAS3,87
ANKRD35,117
ITGA10,31
RP11-315I20.3,0
PEX11B,59
RBM8A,572
RP11-315I20.1,24
CH17-270A2.2,0
LIX1L,307
ANKRD34A,7
CH17-270A2.1,0
POLR3GL,284
TXNIP,5783
HFE2,0
RP11-458D21.1,0
NBPF10,14
RP11-458D21.5,0
NOTCH2NL,32
CH17-353B19.1,1
AC243756.1,0
CH17-408M7.1,1
NBPF12,48
RP4-704D21.2,0
PRKAB2,199
RP11-337C18.8,74
FMO5,26
CHD1L,75
LINC00624,16
BCL9,84
ACP6,46
RP11-533N14.3,0
GJA5,77
RP11-433J22.2,0
RP11-433J22.3,0
GJA8,0
GPR89B,117
RP6-74O6.2,8
XXyac-YX155B6.7,0
RP11-94I2.4,0
NBPF11,51
RP4-565E6.1,6
XXyac-YX155B6.5,0
RP11-495P10.6,0
RP11-495P10.5,0
RP11-495P10.3,1
RP6-74O6.6,2
LINC01138,53
RP11-495P10.1,7
AC245100.1,27
PPIAL4G,1
NBPF14,78
PDE4DIP,366
RP4-791M13.5,0
RP4-791M13.4,1
RP4-791M13.3,2
NBPF9,24
CH17-189H20.1,107
RP11-326G21.1,4
NBPF19,59
PPIAL4C,0
LINC00869,92
RP11-353N4.6,0
RP11-353N4.5,0
FAM231D,1
FCGR1A,1
HIST2H2BF,10
RP11-196G18.3,0
HIST2H3D,0
HIST2H4A,0
HIST2H3C,0
HIST2H2AA3,0
HIST2H2BE,32
RP11-196G18.24,3
HIST2H2AA4,4
HIST2H3A,0
HIST2H4B,1
RP11-196G18.23,9
HIST2H2AC,101
HIST2H2AB,1
BOLA1,91
SV2A,53
SF3B4,166
MTMR11,61
OTUD7B,209
VPS45,321
PLEKHO1,302
ANP32E,476
RP4-790G17.7,1
CA14,0
APH1A,122
C1orf54,644
CIART,10
MRPS21,720
AC242988.1,0
PRPF3,133
RPRD2,502
TARS2,45
ECM1,44
FALEC,12
RP11-54A4.2,18
ADAMTSL4,22
MCL1,1084
ENSA,717
GOLPH3L,108
HORMAD1,1
CTSS,23
CTSK,130
ARNT,207
SETDB1,128
CERS2,133
RP11-316M1.12,0
RP11-316M1.3,1
ANXA9,1
FAM63A,41
PRUNE,38
BNIPL,6
C1orf56,68
CDC42SE1,152
MLLT11,21
GABPB2,200
SEMA6C,40
TNFAIP8L2,0
SCNM1,159
LYSMD1,18
TMOD4,0
VPS72,223
PIP5K1A,352
PSMD4,601
RP11-126K1.2,3
ZNF687,20
PI4KB,179
RP11-126K1.9,0
RFX5,32
RP11-126K1.8,0
RP11-126K1.6,1
SELENBP1,278
PSMB4,534
POGZ,687
CGN,2
TUFT1,56
RP11-404E16.1,2
SNX27,185
RP11-98D18.1,0
CELF3,0
RIIAD1,10
RP11-98D18.15,3
MRPL9,185
OAZ3,7
RP11-98D18.3,1
RP11-98D18.16,0
TDRKH,9
RP11-98D18.9,1
RP11-98D18.17,0
LINGO4,0
RORC,0
C2CD4D,0
AL450992.2,0
THEM5,0
THEM4,85
S100A10,847
AL591893.1,3
S100A11,2337
TCHHL1,0
TCHH,4
AL589986.2,0
RPTN,0
FLG-AS1,126
RP11-107M16.2,1
HRNR,0
FLG,1
FLG2,0
CRNN,0
LCE5A,0
LCE3C,0
AL135842.1,0
CRCT1,0
LCE3E,0
LCE3D,0
LCE3B,0
LCE3A,0
LINC00302,0
LCE2D,0
LCE2C,0
LCE2B,0
LCE2A,0
LCE4A,0
C1orf68,0
KPRP,0
LCE1F,0
LCE1E,0
LCE1D,0
LCE1C,0
LCE1B,0
LCE1A,0
LCE6A,0
SMCP,0
IVL,0
LINC01527,0
SPRR4,0
SPRR1A,0
SPRR3,0
SPRR1B,0
SPRR2D,0
SPRR2A,0
SPRR2B,0
SPRR2E,0
SPRR2F,0
SPRR2G,0
RP1-140J1.1,0
LELP1,0
PRR9,0
LOR,0
PGLYRP3,0
PGLYRP4,0
S100A9,19
S100A12,0
S100A8,5
S100A7A,0
S100A7L2,0
S100A7,1
BX470102.3,2
S100A6,12027
S100A5,1
S100A4,6237
S100A3,48
S100A2,7
S100A16,68
S100A14,0
S100A13,301
S100A1,0
RP1-178F15.4,2
CHTOP,150
SNAPIN,183
ILF2,299
NPR1,11
INTS3,133
RP11-216N14.8,0
RP11-216N14.9,1
AL513523.2,1
SLC27A3,143
GATAD2B,443
DENND4B,47
CRTC2,67
SLC39A1,244
RP11-422P24.12,26
RP11-422P24.10,2
CREB3L4,35
JTB,424
RP11-422P24.11,5
RAB13,900
RPS27,19850
NUP210L,131
TPM3,447
C1orf189,1
C1orf43,394
UBAP2L,244
HAX1,402
AQP10,0
ATP8B2,131
RP11-350G8.5,15
IL6R,181
SHE,7
RP11-350G8.9,1
TDRD10,2
UBE2Q1,147
UBE2Q1-AS1,0
CHRNB2,0
RP11-61L14.6,0
ADAR,291
KCNN3,17
PMVK,355
RP11-307C12.13,17
PBXIP1,595
PYGO2,50
RP11-307C12.12,21
SHC1,143
CKS1B,181
FLAD1,53
LENEP,0
ZBTB7B,42
DCST2,4
DCST1,2
RP11-307C12.11,1
ADAM15,83
EFNA4,10
RP11-540D14.8,0
EFNA3,0
EFNA1,73
SLC50A1,71
DPM3,409
KRTCAP2,366
RP11-201K10.3,8
TRIM46,3
MUC1,27
AC234582.2,0
AC234582.1,0
RP11-263K19.4,26
THBS3,111
MTX1,123
RP11-263K19.6,0
GBA,44
FAM189B,61
SCAMP3,106
CLK2,55
HCN3,7
PKLR,1
FDPS,342
RUSC1-AS1,10
RUSC1,109
ASH1L,1559
ASH1L-AS1,14
RP11-29H23.4,0
MSTO1,32
YY1AP1,283
DAP3,158
RP11-243J18.2,0
GON4L,290
SYT11,180
RIT1,107
KIAA0907,161
RXFP4,0
ARHGEF2,167
RP11-336K24.12,4
RP11-336K24.5,0
SSR2,706
UBQLN4,50
LAMTOR2,268
RAB25,0
MEX3A,12
LMNA,3309
SEMA4A,309
SLC25A44,37
PMF1-BGLAP,2
PMF1,198
BGLAP,0
PAQR6,0
SMG5,88
TMEM79,9
GLMP,87
VHLL,1
CCT3,707
TSACC,7
RHBG,0
RP11-139I14.2,0
C1orf61,1
RP11-98G7.1,30
MEF2D,520
RP11-284F21.8,3
IQGAP3,2
TTC24,0
APOA1BP,293
GPATCH4,195
AL365181.2,4
RP11-284F21.11,71
HAPLN2,179
RP11-284F21.9,0
BCAN,9
RP11-284F21.10,0
RP11-284F21.7,0
NES,265
RP11-66D17.3,0
CRABP2,35
RP11-66D17.5,0
ISG20L2,107
RRNAD1,79
MRPL24,237
HDGF,218
PRCC,154
SH2D2A,0
NTRK1,5
INSRR,0
PEAR1,158
LRRC71,0
ARHGEF11,153
ETV3L,0
ETV3,129
RP11-71G12.1,0
RP11-85G21.1,0
RP11-85G21.3,0
RP11-85G21.2,0
FCRL5,0
FCRL4,0
FCRL3,0
RP11-367J7.3,0
FCRL2,0
FCRL1,0
CD5L,0
KIRREL,419
RP11-404O13.1,2
CD1D,2
RP11-404O13.5,3
CD1A,0
CD1C,0
CD1B,0
CD1E,1
OR10T2,0
OR10K2,0
OR10K1,0
RP11-144L1.4,0
OR10R2,0
OR6Y1,0
OR6P1,0
OR10X1,0
OR10Z1,0
SPTA1,0
OR6K2,0
OR6K3,0
OR6K6,0
OR6N1,0
OR6N2,0
MNDA,7
PYHIN1,0
IFI16,1051
AIM2,0
CADM3,11
CADM3-AS1,0
ACKR1,26
FCER1A,0
OR10J3,0
RP11-550P17.5,0
OR10J1,0
RP11-180D21.3,0
OR10J5,0
APCS,0
CRP,0
DUSP23,129
FCRL6,0
SLAMF8,1
C1orf204,12
VSIG8,3
RP11-190A12.7,0
RP11-190A12.8,2
CFAP45,11
TAGLN2,1395
IGSF9,0
SLAMF9,0
LINC01133,6
PIGM,74
KCNJ10,0
RP11-536C5.2,5
KCNJ9,0
IGSF8,68
ATP1A2,1033
ATP1A4,5
CASQ1,1
RP11-536C5.7,0
PEA15,245
DCAF8,117
RP11-574F21.3,21
RP11-574F21.2,0
PEX19,91
COPA,478
NCSTN,86
NHLH1,1
VANGL2,5
SLAMF6,1
RP11-528G1.2,1
CD84,0
SLAMF1,0
RP11-404F10.2,2
CD48,3
SLAMF7,0
LY9,0
CD244,0
ITLN1,0
RP11-312J18.6,0
RP11-544M22.1,0
ITLN2,0
F11R,4
RP11-544M22.13,1
TSTD1,6
USF1,45
ARHGAP30,3
AL591806.1,0
PVRL4,0
RP11-544M22.8,0
KLHDC9,50
PFDN2,455
NIT1,102
DEDD,95
UFC1,506
RP11-297K8.2,2
USP21,31
PPOX,69
B4GALT3,67
ADAMTS4,843
NDUFS2,560
FCER1G,27
APOA2,0
TOMM40L,16
NR1I3,3
PCP4L1,252
MPZ,16
SDHC,394
CFAP126,1
FCGR2A,17
HSPA6,173
FCGR3A,0
RP11-5K23.5,0
FCGR3B,0
FCGR2B,7
RP11-25K21.1,0
FCRLA,0
FCRLB,2
DUSP12,94
RP11-474I16.8,8
ATF6,665
OLFML2B,293
RP11-227F8.2,0
NOS1AP,9
RP11-565P22.2,0
RP11-565P22.6,0
C1orf226,0
C1orf111,0
SH2D1B,1
UHMK1,159
RP11-359K18.3,0
UAP1,473
DDR2,720
HSD17B7,40
CCDC190,20
RGS4,37
RGS5,12315
RP11-267N12.1,59
RGS5-1,7
RP11-77M5.1,0
NUF2,25
PBX1,996
RP11-506O24.1,2
LMX1A,1
RP11-38C18.2,0
RP11-38C18.3,0
RXRG,21
RP11-280O1.2,0
LRRC52,0
RP11-306I1.2,9
MGST3,3453
ALDH9A1,219
RP11-466F5.10,2
TMCO1,548
RP11-466F5.8,7
UCK2,59
RP11-525G13.2,0
FAM78B,13
RP11-375H19.2,0
RP11-479J7.2,0
RP11-479J7.1,0
RP11-276E17.2,0
POGK,118
TADA1,37
ILDR2,11
MAEL,9
RP11-102C16.3,0
GPA33,0
DUSP27,0
LINC01363,0
RP11-277B15.3,1
POU2F1,623
CD247,5
RP11-104L21.3,0
CREG1,300
RP3-455J7.4,3
RCSD1,252
MPZL1,298
ADCY10,14
RP1-313L4.3,0
MPC2,428
DCAF6,520
GPR161,161
TIPRL,344
SFT2D2,189
TBX19,22
RP5-968D22.1,0
RP5-968D22.3,0
XCL2,0
XCL1,1
DPT,71
RP1-10C16.1,1
LINC00626,0
LINC00970,3
RP5-1018K9.1,0
ATP1B1,71
NME7,314
RP4-800F24.1,4
BLZF1,288
CCDC181,42
SLC19A2,227
RP1-206D15.6,5
F5,3
SELP,2
C1orf112,34
SELL,1
SELE,13
RP1-117P20.3,0
METTL18,35
SCYL3,62
KIFAP3,620
RP11-332H17.1,0
METTL11B,0
RP11-297H3.3,1
LINC01142,9
RP11-576I22.2,11
GORAB,85
RP11-545I10.2,1
RP1-79C4.1,6
PRRX1,3968
RP1-79C4.4,57
MROH9,1
FMO3,26
FMO2,59
RP1-127D3.4,0
RP1-45C12.1,0
FMO1,2
FMO4,37
PRRC2C,1424
MYOC,304
VAMP4,132
METTL13,49
DNM3,179
DNM3OS,69
PIGC,131
C1orf105,0
SUCO,219
FASLG,0
RP1-15D23.2,4
RP3-471M13.2,0
TNFSF18,0
RP3-395P12.2,0
TNFSF4,4
RP11-296O14.3,94
PRDX6,1098
SLC9C2,5
RP3-436N22.3,1
ANKRD45,4
RP11-360D2.1,0
KLHL20,314
CENPL,45
DARS2,72
GAS5-AS1,0
ZBTB37,105
SERPINC1,1
RC3H1,417
RP11-160H22.3,2
RP11-160H22.5,2
RABGAP1L,1076
GPR52,0
RP1-102G20.5,5
CACYBP,325
MRPS14,175
TNN,1
KIAA0040,420
RP5-1114G22.2,0
RP3-518E13.2,0
TNR,1
RP11-222A5.1,0
RP11-318C24.2,16
RFWD2,603
RP11-492I21.1,1
RP11-195C7.1,36
PAPPA2,4
ASTN1,10
BRINP2,4
RP1-35C21.1,0
RP1-35C21.2,2
RP11-63B19.1,0
SEC16B,13
RASAL2-AS1,6
RASAL2,2049
RP4-593C16.4,0
LINC00083,0
TEX35,0
C1orf220,3
RP5-1098D14.1,0
RP11-428K3.1,0
RALGPS2,150
ANGPTL1,407
FAM20B,191
TOR3A,71
ABL2,235
SOAT1,132
AXDND1,5
RP11-545A16.1,0
NPHS2,0
TDRD5,4
RP11-12M5.1,0
FAM163A,0
RP11-12M5.3,0
RP11-12M5.4,1
TOR1AIP2,213
RP11-533E19.7,3
TOR1AIP1,475
RP11-533E19.2,6
RP11-533E19.5,2
CEP350,819
RP11-502H18.2,0
QSOX1,122
LHX4,1
ACBD6,554
OVAAL,0
XPR1,327
RP11-46A10.2,0
KIAA1614,30
RP11-46A10.5,6
KIAA1614-AS1,1
STX6,118
MR1,130
IER5,732
RP11-540K16.1,0
RP11-540K16.2,0
GM140,0
CACNA1E,2
RP11-33M22.2,0
ZNF648,0
RP11-538D16.2,0
RP11-538D16.3,0
GS1-122H1.1,0
LINC01344,2
GLUL,807
TEDDM1,0
LINC00272,0
RGSL1,1
RNASEL,54
RGS16,1458
RP11-317P15.4,2
RGS8,1
RP11-317P15.3,0
NPL,52
DHX9,523
SHCBP1L,1
LAMC1,912
RP11-181K3.4,3
LAMC2,11
NMNAT2,219
SMG7,408
NCF2,44
ARPC5,1152
RGL1,209
APOBEC4,2
RP11-444D13.1,0
COLGALT2,114
TSEN15,90
RP11-382D12.1,0
RP11-382D12.2,2
C1orf21,566
EDEM3,197
FAM129A,1860
GS1-120K12.4,0
RNF2,91
TRMT1L,120
SWT1,113
IVNS1ABP,236
GS1-279B7.2,0
GS1-279B7.1,0
LINC01350,0
GS1-204I12.4,0
HMCN1,6
GS1-174L6.4,0
PRG4,3
TPR,1034
C1orf27,243
AL596220.1,0
OCLM,2
RP11-295K2.3,34
PDC,8
GS1-304P7.3,0
PTGS2,32
PACERR,2
PLA2G4A,13
LINC01036,1
LINC01037,0
RP11-445P19.3,0
ERVMER61-1,0
RP11-201A3.1,0
RP11-669M2.1,0
RP11-316I3.1,0
RP11-316I3.2,0
LINC01035,0
RP11-398M15.1,0
RP11-445J9.1,0
BRINP3,0
RP11-547I7.1,0
LINC01351,0
RP11-161I10.1,0
RP11-463J7.2,1
RP11-309H21.3,0
RP11-309H21.2,0
RP11-541F9.1,0
RP11-541F9.2,0
RGS18,1
RGS21,0
RP5-1011O1.2,2
RP5-1011O1.3,0
RGS1,8
RGS13,0
RGS2,177
LINC01032,11
UCHL5,149
TROVE2,594
RP11-101E13.5,5
GLRX2,75
CDC73,614
B3GALT2,13
LINC01031,3
RP11-21J7.1,0
RP11-98G13.1,0
RP11-563D10.1,0
RP11-476H20.1,0
RP11-476B1.1,0
KCNT2,853
CFH,2547
CFHR3,3
RP4-608O15.3,2
CFHR1,0
CFHR4,0
CFHR2,0
CFHR5,0
F13B,0
ASPM,18
ZBTB41,99
CRB1,33
RP11-75C23.1,0
DENND1B,153
RP11-448G4.4,0
C1orf53,7
LHX9,0
NEK7,573
ATP6V1G3,0
RP11-553K8.2,0
PTPRC,6
RP11-553K8.5,0
MIR181A1HG,21
RP11-16L9.2,0
LINC01222,0
LINC01221,0
RP11-382E9.1,0
NR5A2,0
RP11-532L16.3,0
LINC00862,0
ZNF281,73
RP11-469A15.2,0
RP11-121P12.1,0
KIF14,39
DDX59,140
RP11-92G12.3,5
CAMSAP2,886
GPR25,0
C1orf106,1
KIF21B,1
RP11-168O16.1,0
RP11-168O16.2,1
CACNA1S,0
ASCL5,0
TMEM9,153
IGFN1,4
RP11-567E21.3,0
PKP1,1
TNNT2,0
LAD1,1
RP11-27G14.4,0
TNNI1,0
PHLDA3,223
CSRP1,2209
RP11-134G8.7,4
RP11-134G8.5,1
NAV1,187
RP11-25B7.1,0
IPO9-AS1,52
RP11-90L20.2,0
IPO9,255
SHISA4,88
RP11-307B6.3,8
LMOD1,3363
TIMM17A,120
RNPEP,101
RP11-465N4.5,0
RP11-465N4.4,1
ELF3,4
GPR37L1,2
ARL8A,143
PTPN7,7
LGR6,213
UBE2T,9
PPP1R12B,2779
SYT2,69
RP11-569A11.1,12
RP11-569A11.2,0
KDM5B,272
RP11-480I12.10,0
PCAT6,3
RABIF,56
KLHL12,39
ADIPOR1,118
CYB5R1,181
TMEM183A,187
PPFIA4,13
MYOG,0
ADORA1,1
RP11-335O13.7,0
RP11-335O13.8,0
MYBPH,0
CHI3L1,1
CHIT1,0
LINC01353,1
LINC01136,3
BTG2,4057
FMOD,131
PRELP,452
OPTC,1
ATP2B4,1361
LAX1,2
ZC3H11A,513
ZBED6,160
SNRPE,464
LINC00303,2
SOX13,276
RP11-74C13.4,1
ETNK2,58
RP11-74C13.3,1
REN,5
KISS1,0
GOLT1A,1
PLEKHA6,9
RP11-203F10.5,0
LINC00628,0
RP11-739N20.2,88
PPP1R15B,175
PIK3C2B,41
MDM4,358
RP11-430C7.4,0
LRRN2,0
RP11-430C7.5,1
RP11-23I7.1,0
NFASC,801
CNTN2,0
TMEM81,1
RBBP5,122
DSTYK,191
TMCC2,8
RP11-383G10.5,0
NUAK2,17
KLHDC8A,0
LEMD1-AS1,1
LEMD1,2
BLACAT1,0
RP11-576D8.4,0
CDK18,122
MFSD4,4
ELK4,119
SLC45A3,8
NUCKS1,3067
RAB29,61
SLC41A1,192
PM20D1,0
SLC26A9,0
RP4-681L3.2,0
RAB7B,11
CTSE,0
C1orf186,0
AVPR1B,0
RP11-38J22.3,0
RP11-38J22.1,0
FAM72A,6
SRGAP2,129
IKBKE,4
C1orf147,0
RP11-534L20.5,0
RASSF5,32
EIF2D,133
RP11-343H5.6,12
DYRK3,113
MAPKAPK2,308
IL10,1
IL19,0
IL20,0
IL24,0
FCMR,3
PIGR,0
FCAMR,0
C1orf116,0
PFKFB2,17
YOD1,21
C4BPB,0
C4BPA,3
RP11-164O23.8,0
RP11-164O23.7,0
RP11-6J21.2,12
CD55,154
RP11-357P18.2,0
RP11-357P18.3,0
CR2,1
CR1,1
RP11-78B10.2,0
CR1L,2
CD46,1145
C1orf132,356
RP11-328D5.1,2
CD34,104
PLXNA2,171
RP11-565N2.1,0
RP11-565N2.2,0
RP11-459K23.2,0
RP5-1051D14.1,0
RP11-385M4.1,0
RP11-372M18.1,0
RP11-372M18.2,0
RP1-272L16.1,1
CAMK1G,0
LAMB3,0
RP1-28O10.1,4
G0S2,32
HSD11B1,40
TRAF3IP3,1
C1orf74,3
IRF6,3
DIEXF,72
SYT14,0
SERTAD4-AS1,24
SERTAD4,20
HHAT,68
KCNH1,14
RP11-543B16.3,0
RCOR3,335
TRAF5,297
LINC00467,76
RD3,0
RP11-359E8.3,0
SLC30A1,43
RP11-354K1.2,0
RP11-354K1.1,0
NEK2,1
RP11-122M14.1,0
RP11-122M14.3,0
LPGAT1,219
RP11-552D8.1,1
INTS7,72
DTL,6
RP11-15I11.2,1
RP11-15I11.3,1
PPP2R5A,547
RP11-384C4.7,58
TMEM206,37
NENF,944
RP11-61J19.2,0
RP11-61J19.3,0
RP11-61J19.5,21
ATF3,5318
RP11-338C15.5,1
FAM71A,8
RP11-338C15.3,8
BATF3,58
NSL1,250
TATDN3,117
SPATA45,0
FLVCR1-AS1,14
FLVCR1,61
RP11-348H3.8,0
VASH2,7
ANGEL2,175
RPS6KC1,422
RP11-554K11.2,1
RP11-323I1.1,0
LINC00538,0
PROX1,5
RP11-478J18.2,0
PROX1-AS1,0
SMYD2,54
PTPN14,526
CENPF,71
KCNK2,2
RP11-199H2.2,0
KCTD3,264
USH2A,4
RP5-1111A8.3,0
RP11-22M7.2,0
RP5-1099E6.3,0
ESRRG,0
GPATCH2,288
SPATA17,17
SPATA17-AS1,0
LINC00210,0
RP11-152L7.1,0
RP11-152L7.2,0
RRP15,211
TGFB2-AS1,4
TGFB2,349
C1orf143,1
RP11-412H9.2,2
LYPLAL1-AS1,14
LYPLAL1,283
RP11-135J2.3,5
RP11-392O17.2,10
RP11-392O17.1,0
RP11-95P13.1,3
RP11-95P13.2,0
SLC30A10,2
EPRS,405
BPNT1,43
IARS2,286
RAB3GAP2,343
RP11-302I18.3,0
RP11-410C4.5,0
RP11-410C4.4,0
MARK1,808
C1orf115,28
MARC2,120
MARC1,112
RNU6ATAC35P,0
RP11-295M18.6,7
LINC01352,4
HLX-AS1,99
HLX,12
C1orf140,0
RP11-103C3.1,0
DUSP10,13
RP11-191N8.2,0
RP11-815M8.1,2
RP11-400N13.2,0
RP11-400N13.3,1
RP11-400N13.1,9
RP11-358H9.1,0
RP11-378J18.9,1
HHIPL2,0
TAF1A,24
TAF1A-AS1,2
MIA3,426
RP11-378J18.8,10
AIDA,263
BROX,187
FAM177B,1
RP11-452F19.3,28
RP11-455P21.3,66
DISP1,32
TLR5,18
RP11-239E10.2,0
RP11-239E10.3,0
SUSD4,7
CCDC185,0
CAPN8,0
CAPN2,434
TP53BP2,287
RP11-504P24.9,1
FBXO28,146
DEGS1,485
RP11-365O16.6,3
NVL,169
CNIH4,390
WDR26,336
CNIH3,61
RP11-3L21.2,1
RP11-449J1.1,1
DNAH14,8
LBR,278
RP11-496N12.9,1
ENAH,1979
RP11-145A3.1,5
SRP9,671
EPHX1,1199
RP11-285F7.2,56
TMEM63A,102
LEFTY1,2
RP4-559A3.7,12
PYCR2,139
LEFTY2,4
SDE2,107
RP11-396C23.4,2
H3F3A,4503
RP11-396C23.2,11
ACBD3,369
RP11-275I14.4,1
MIXL1,0
LIN9,36
PARP1,275
C1orf95,114
ITPKB,104
ITPKB-AS1,3
PSEN2,45
ADCK3,118
CDC42BPA,1243
RP5-1087E8.3,0
RP11-1B20.1,2
CTD-2090I13.1,4
ZNF678,102
SNAP47,43
JMJD4,32
SNAP47-AS1,0
PRSS38,0
WNT9A,10
WNT3A,1
RP5-881P19.7,0
ARF1,947
C1orf35,183
MRPL55,246
GUK1,1624
GJC2,17
IBA57-AS1,0
IBA57,21
C1orf145,1
OBSCN,49
RP5-1139B12.2,2
RP5-1139B12.3,0
RP5-1139B12.4,0
RP11-245P10.6,0
TRIM11,33
RP11-245P10.8,0
RP11-245P10.4,0
TRIM17,1
HIST3H3,0
HIST3H2A,52
HIST3H2BB,4
RNF187,205
RHOU,45
RP5-1065P14.3,0
RP5-1065P14.2,0
RP5-1061H20.5,0
TMEM78,0
RP5-1061H20.4,2
RAB4A,245
SPHAR,0
RP4-803J11.2,1
CCSAP,39
ACTA1,0
NUP133,186
RP4-613A2.1,0
ABCB10,75
TAF5L,129
URB2,22
RP11-286M16.1,0
RP11-552D4.1,0
GALNT2,305
RP5-956O18.2,2
RP5-956O18.3,0
PGBD5,2
RP4-553F17.1,0
RP11-543E8.1,0
COG2,136
AGT,376
RP11-99J16__A.2,3
CAPN9,0
RP5-858B6.1,0
C1orf198,133
RP5-858B6.3,0
TTC13,60
ARV1,67
FAM89A,21
TRIM67,0
RP5-1097F14.3,0
C1orf131,105
GNPAT,128
EXOC8,42
SPRTN,75
EGLN1,261
RP11-295G20.2,26
TSNAX-DISC1,14
TSNAX,173
LINC00582,2
DISC1,72
RP5-865N13.2,0
RP5-865N13.1,0
SIPA1L2,326
RP11-66A2.1,0
RP11-66A2.2,1
MAP10,13
NTPCR,175
PCNXL2,109
RP5-862P8.2,12
KCNK1,18
SLC35F3,1
RP4-799P18.2,0
RP4-799P18.3,0
RP5-827C21.2,0
RP5-827C21.6,1
RP5-827C21.4,46
COA6,122
TARBP1,70
LINC01354,5
RP5-855F14.2,0
IRF2BP2,547
RP4-781K5.2,5
LINC00184,0
RP4-781K5.9,0
RP4-781K5.4,1
RP4-781K5.5,0
RP4-781K5.6,0
RP4-781K5.7,1
LINC01132,1
AL360294.1,0
RP11-443B7.2,0
RP11-443B7.1,8
RP11-443B7.3,0
LINC01348,12
RP4-597N16.4,0
TOMM20,1156
RBM34,24
ARID4B,1459
GGPS1,190
TBCE,118
B3GALNT2,288
GNG4,2
LYST,356
LYST-AS1,0
RP5-940F7.2,0
RP4-580N22.2,19
NID1,879
GPR137B,60
ERO1B,441
EDARADD,3
LGALS8,122
LGALS8-AS1,0
RP11-385F5.5,4
